graph_nr,metric_name,_metric_value,save_name,node
0.0,density,0.21714285714285714,sequential_ollama_gemma4-e4b_w_interests,
0.0,avg_clustering_coef,0.6243289146354162,sequential_ollama_gemma4-e4b_w_interests,
0.0,prop_nodes_lcc,1.0,sequential_ollama_gemma4-e4b_w_interests,
0.0,radius,0.7668666559059943,sequential_ollama_gemma4-e4b_w_interests,
0.0,diameter,1.5337333118119887,sequential_ollama_gemma4-e4b_w_interests,
0.0,avg_shortest_path,0.7839776942146451,sequential_ollama_gemma4-e4b_w_interests,
0.0,modularity,0.47187517666346324,sequential_ollama_gemma4-e4b_w_interests,
1.0,density,0.23673469387755103,sequential_ollama_gemma4-e4b_w_interests,
1.0,avg_clustering_coef,0.7237115009173833,sequential_ollama_gemma4-e4b_w_interests,
1.0,prop_nodes_lcc,1.0,sequential_ollama_gemma4-e4b_w_interests,
1.0,radius,0.7668666559059943,sequential_ollama_gemma4-e4b_w_interests,
1.0,diameter,1.5337333118119887,sequential_ollama_gemma4-e4b_w_interests,
1.0,avg_shortest_path,0.6520974965187027,sequential_ollama_gemma4-e4b_w_interests,
1.0,modularity,0.5079904875148633,sequential_ollama_gemma4-e4b_w_interests,
2.0,density,0.2506122448979592,sequential_ollama_gemma4-e4b_w_interests,
2.0,avg_clustering_coef,0.7284438833552442,sequential_ollama_gemma4-e4b_w_interests,
2.0,prop_nodes_lcc,1.0,sequential_ollama_gemma4-e4b_w_interests,
2.0,radius,1.0224888745413259,sequential_ollama_gemma4-e4b_w_interests,
2.0,diameter,1.2781110931766573,sequential_ollama_gemma4-e4b_w_interests,
2.0,avg_shortest_path,0.6825634915560566,sequential_ollama_gemma4-e4b_w_interests,
2.0,modularity,0.49118293032286814,sequential_ollama_gemma4-e4b_w_interests,
0.0,degree_centrality,0.2857142857142857,sequential_ollama_gemma4-e4b_w_interests,28
0.0,degree_centrality,0.24489795918367346,sequential_ollama_gemma4-e4b_w_interests,10
0.0,degree_centrality,0.44897959183673464,sequential_ollama_gemma4-e4b_w_interests,5
0.0,degree_centrality,0.2857142857142857,sequential_ollama_gemma4-e4b_w_interests,34
0.0,degree_centrality,0.16326530612244897,sequential_ollama_gemma4-e4b_w_interests,46
0.0,degree_centrality,0.3061224489795918,sequential_ollama_gemma4-e4b_w_interests,22
0.0,degree_centrality,0.26530612244897955,sequential_ollama_gemma4-e4b_w_interests,32
0.0,degree_centrality,0.36734693877551017,sequential_ollama_gemma4-e4b_w_interests,15
0.0,degree_centrality,0.2857142857142857,sequential_ollama_gemma4-e4b_w_interests,26
0.0,degree_centrality,0.2857142857142857,sequential_ollama_gemma4-e4b_w_interests,11
0.0,degree_centrality,0.26530612244897955,sequential_ollama_gemma4-e4b_w_interests,4
0.0,degree_centrality,0.36734693877551017,sequential_ollama_gemma4-e4b_w_interests,44
0.0,degree_centrality,0.22448979591836732,sequential_ollama_gemma4-e4b_w_interests,37
