graph_nr,demo,_metric_value,save_name,metric_name
0.0,gender,0.9995702334387423,sequential_ollama/gemma4:26b_w_reason,same_ratio
0.0,race/ethnicity,1.0283896010110127,sequential_ollama/gemma4:26b_w_reason,same_ratio
0.0,age,1.0726087451947008,sequential_ollama/gemma4:26b_w_reason,same_ratio
0.0,religion,1.0226834138810579,sequential_ollama/gemma4:26b_w_reason,same_ratio
0.0,political affiliation,2.016926414091697,sequential_ollama/gemma4:26b_w_reason,same_ratio
0.0,gender,1.000413925806596,sequential_ollama/gemma4:26b_w_reason,cross_ratio
0.0,race/ethnicity,0.9744713665327327,sequential_ollama/gemma4:26b_w_reason,cross_ratio
0.0,age,0.9393551339699389,sequential_ollama/gemma4:26b_w_reason,cross_ratio
0.0,religion,0.9883358465086278,sequential_ollama/gemma4:26b_w_reason,cross_ratio
0.0,political affiliation,0.02055645053027252,sequential_ollama/gemma4:26b_w_reason,cross_ratio
1.0,gender,0.9953488649975952,sequential_ollama/gemma4:26b_w_reason,same_ratio
1.0,race/ethnicity,1.020011762520894,sequential_ollama/gemma4:26b_w_reason,same_ratio
1.0,age,1.0958620987494372,sequential_ollama/gemma4:26b_w_reason,same_ratio
1.0,religion,1.015053169451733,sequential_ollama/gemma4:26b_w_reason,same_ratio
1.0,political affiliation,2.027291438267161,sequential_ollama/gemma4:26b_w_reason,same_ratio
1.0,gender,1.004479698936611,sequential_ollama/gemma4:26b_w_reason,cross_ratio
1.0,race/ethnicity,0.9820049267253976,sequential_ollama/gemma4:26b_w_reason,cross_ratio
1.0,age,0.9154580990689585,sequential_ollama/gemma4:26b_w_reason,cross_ratio
1.0,religion,0.9922594332609134,sequential_ollama/gemma4:26b_w_reason,cross_ratio
1.0,political affiliation,0.01057347051512222,sequential_ollama/gemma4:26b_w_reason,cross_ratio
2.0,gender,1.0112952771022654,sequential_ollama/gemma4:26b_w_reason,same_ratio
2.0,race/ethnicity,1.0194794429708223,sequential_ollama/gemma4:26b_w_reason,same_ratio
2.0,age,1.133359767380386,sequential_ollama/gemma4:26b_w_reason,same_ratio
2.0,religion,1.0306490384615383,sequential_ollama/gemma4:26b_w_reason,same_ratio
2.0,political affiliation,2.034349801612697,sequential_ollama/gemma4:26b_w_reason,same_ratio
2.0,gender,0.9891210552268245,sequential_ollama/gemma4:26b_w_reason,cross_ratio
2.0,race/ethnicity,0.9824836016696483,sequential_ollama/gemma4:26b_w_reason,cross_ratio
2.0,age,0.9025803253438967,sequential_ollama/gemma4:26b_w_reason,cross_ratio
2.0,religion,0.9842398022249691,sequential_ollama/gemma4:26b_w_reason,cross_ratio
2.0,political affiliation,0.0037752712031558187,sequential_ollama/gemma4:26b_w_reason,cross_ratio
3.0,gender,0.9812554297409921,sequential_ollama/gemma4:26b_w_reason,same_ratio
3.0,race/ethnicity,1.0242599938968568,sequential_ollama/gemma4:26b_w_reason,same_ratio
3.0,age,1.0579934920779737,sequential_ollama/gemma4:26b_w_reason,same_ratio
3.0,religion,1.005892614023145,sequential_ollama/gemma4:26b_w_reason,same_ratio
3.0,political affiliation,2.0310544372947743,sequential_ollama/gemma4:26b_w_reason,same_ratio
3.0,gender,1.0180536646244611,sequential_ollama/gemma4:26b_w_reason,cross_ratio
3.0,race/ethnicity,0.9781848116896481,sequential_ollama/gemma4:26b_w_reason,cross_ratio
3.0,age,0.9281486910651972,sequential_ollama/gemma4:26b_w_reason,cross_ratio
3.0,religion,0.9969699290066399,sequential_ollama/gemma4:26b_w_reason,cross_ratio
3.0,political affiliation,0.006949171772180622,sequential_ollama/gemma4:26b_w_reason,cross_ratio
4.0,gender,1.0077689600356283,sequential_ollama/gemma4:26b_w_reason,same_ratio
4.0,race/ethnicity,1.0285540315344186,sequential_ollama/gemma4:26b_w_reason,same_ratio
